book_id,review_id,sentence_id,review_sentence
b11,r3524,s31867,steppenwolf.
b11,r3524,s31868,” (192).
b11,r3524,s31872,siddhartha.
b11,r3525,s31887,the matrix.
b11,r3525,s31888,.
b11,r3525,s31890,why?
b11,r3525,s31900,i can't.
b11,r3525,s31902,beautiful.
b11,r3527,s31922,siddhartha.
b11,r3527,s31930,siddhartha.
b11,r3527,s31940,(p117).
b11,r3527,s31942,steppenwolf.
b11,r3527,s31943,demian
b11,r3530,s31963,to none.
b11,r3531,s31970,wise.
b11,r3531,s31971,beautiful.
b11,r3534,s31986,meh.
b11,r3541,s32009,just incredible.
b11,r3541,s32013,flawed.
b11,r3554,s32036,siddhartha.
b11,r3554,s32051,siddhartha.
b11,r3554,s32061,siddhartha.
b11,r3554,s32066,siddhartha.
b11,r3554,s32067,and.
b11,r3554,s32068,steppenwolf.
b11,r3554,s32069,” (192).
b11,r3554,s32073,siddhartha.
b11,r3555,s32088,the matrix.
b11,r3555,s32089,.
b11,r3555,s32091,why?
b11,r3555,s32101,i can't.
b11,r3555,s32103,beautiful.
b11,r3557,s32123,siddhartha.
b11,r3557,s32131,siddhartha.
b11,r3557,s32141,(p117).
b11,r3557,s32143,steppenwolf.
b11,r3557,s32144,demian
b11,r3560,s32164,to none.
b11,r3561,s32171,wise.
b11,r3561,s32172,beautiful.
b12,r3565,s32209,nadja.
b12,r3565,s32231,siddhartha.
b12,r3565,s32234,steppenwolf.
b12,r3565,s32238,steppenwolf.
b12,r3565,s32240,|.
b12,r3565,s32241,twitter.
b12,r3565,s32242,|.
b12,r3565,s32243,insta.
b12,r3565,s32244,|.
b12,r3565,s32245,academia
b12,r3566,s32251,siddhartha.
b12,r3568,s32255,this novel:.
b12,r3568,s32259,especially.
b12,r3569,s32261,harry-hermine-hesse.
b12,r3570,s32303,and.
b12,r3570,s32307,and.
b12,r3570,s32311,or.
b12,r3570,s32314,steppenwolf.
b12,r3570,s32326,hesse wrote.
b12,r3570,s32327,steppenwolf.
b12,r3570,s32335,wild!
b12,r3570,s32339,steppenwolf.
b12,r3574,s32377,the sensual.
b12,r3575,s32398,who knows?
b12,r3575,s32402,good luck?
b12,r3575,s32404,hardly.
b12,r3576,s32410,faust.
b12,r3576,s32413,"aforesaid: oh,."
b12,r3576,s32414,steppenwolf.
b12,r3576,s32415,is magnificent!
b12,r3576,s32419,manfred.
b12,r3576,s32425,bourgeois.
b12,r3577,s32429,um.
b12,r3577,s32430,what the?
b12,r3577,s32431,what?.
b12,r3577,s32432,what the.
b12,r3577,s32433,hell.
b12,r3577,s32436,seriously.
b12,r3577,s32444,http://www.youtube.com/watch?v=eeezbf.... ****.
b12,r3586,s32469,steppenwolf.
b12,r3587,s32501,steppenwolf.
b12,r3587,s32538,"also,."
b12,r3587,s32544,"then,."
b12,r3587,s32579,that's all.
b12,r3589,s32582,the archers.
b12,r3591,s32595,that.
b12,r3591,s32596,implausible?.
b12,r3591,s32608,my blog.
b12,r3591,s32609,.
b12,r3593,s32631,an illusion?.
b12,r3593,s32632,...guilt?.
b12,r3593,s32635,p.s.
b12,r3595,s32657,steppenwolf.
b12,r3595,s32660,steppenwolf.
b12,r3595,s32662,telling.
b12,r3595,s32671,steppenwolf.
b12,r3595,s32678,steppenwolf.
b12,r3595,s32682,steppenwolf.
b12,r3595,s32683,.
b12,r3599,s32687,and.
b12,r3601,s32709,the meaning.
b12,r3601,s32710,in everything.
b12,r3601,s32715,the reason.
b12,r3601,s32719,.
b12,r3601,s32729,-----------------------------------------------.
b12,r3607,s32755,https://www.goodreads.com/book/show/5.... &.
b12,r3609,s32773,_steppenwolf_.
b12,r3609,s32782,and again.
b12,r3609,s32783,and again.
b12,r3610,s32796,read this.
b12,r3610,s32797,roman philosophique.
b12,r3610,s32802,doppleganger.
b12,r3610,s32803,runs amok.
b12,r3613,s32855,steppenwolf.
b12,r3613,s32857,the.
b12,r3613,s32861,steppenwolf.
b12,r3613,s32862,:.
b12,r3613,s32871,steppenwolf.
b12,r3613,s32894,.
b12,r3613,s32903,means.
b12,r3613,s32907,steppenwolf.
b12,r3632,s32933,too pessimistic.
b12,r3632,s32934,.
b12,r3632,s32938,.
b12,r3632,s32940,properly.
b12,r3632,s32941,.
b12,r3632,s32968,.
b12,r3656,s33009,siddhartha.
b12,r3658,s33018,herman hesse.
b12,r3671,s33056,absolutely batshit.
b12,r3671,s33057,loved it.
b12,r3672,s33059,steppenwolf.
b12,r3672,s33066,steppenwolf.
b12,r3672,s33071,steppenwolf.
b12,r3672,s33095,‘nothing else?’.
b12,r3672,s33096,"‘yes, eternity.’."
b12,r3672,s33113,damien.
b12,r3672,s33114,", or."
b12,r3672,s33115,siddhartha.
b12,r3672,s33116,or.
b12,r3690,s33142,here.
b12,r3690,s33184,official blog:.
b12,r3690,s33185,http://bookidote.wordpress.com.
b12,r3690,s33186,____________________________.
b12,r3690,s33196,live.. p.s.
b12,r3690,s33198,"yours truly,."
b12,r3690,s33200,official blog:.
b12,r3690,s33201,http://bookidote.wordpress.com
b12,r3696,s33218,at swim-two-birds.
b12,r3699,s33234,http://youtu.be/rmbataj7il8.
b12,r3699,s33237,3* steppenwolf
b12,r3700,s33239,steppenwolf.
b12,r3703,s33249,", and."
b12,r3703,s33250,sidhartha.
b12,r3703,s33254,.
b12,r3704,s33290,notes:.
b12,r3704,s33291,audiobook:.
b12,r3704,s33294,unabridged audiobook.
b12,r3707,s33314,the outsider.
b12,r3707,s33320,[very] fine!
b12,r3707,s33331,(p.21).
b12,r3707,s33332,--
b12,r3735,s33392,hesse wrote:.
b12,r3736,s33413,such.
b12,r3736,s33422,so.
b12,r3736,s33423,intellectual and.
b12,r3736,s33424,so.
b12,r3736,s33425,sensitive.
b12,r3736,s33436,anybody.
b12,r3736,s33454,the end.
b12,r3736,s33457,wrong.
b12,r3736,s33460,those.
b12,r3736,s33461,books.
b12,r3736,s33473,i will.
b12,r3736,s33474,not.
b12,r3739,s33505,some.
b12,r3739,s33510,the outsider.
b12,r3739,s33512,steppenwolf.
b12,r3739,s33515,not.
b12,r3744,s33528,gift.
b12,r3744,s33538,the steppenwolf.
b12,r3748,s33540,purely tremendous
b12,r3750,s33553,"yes, male)."
b12,r3750,s33555,self.
b12,r3750,s33556,consciousness.
b12,r3750,s33568,viewing her.
b12,r3750,s33569,self.
b12,r3750,s33572,(zzzzzzzzz....).
b12,r3769,s33597,1.
b12,r3769,s33600,].
b12,r3769,s33601,2.
b12,r3769,s33615,steppenwolf.
b12,r3771,s33635,tormented.
b12,r3771,s33636,conflicted.
b12,r3771,s33637,alienated.
b12,r3771,s33639,steppenwolf.
b12,r3771,s33651,steppenwolf.
b12,r3772,s33658,4.5/5.
b12,r3782,s33698,3* siddhartha.
b12,r3782,s33699,3* demian.
b12,r3782,s33700,4* steppenwolf.
b12,r3782,s33702,tr rosshalde
b12,r3783,s33703,amazing!
b12,r3783,s33704,just amazing!
b12,r3785,s33712,synopsis:.
b12,r3785,s33727,more psychological.
b12,r3785,s33728,darker.
b12,r3785,s33777,yes!
b12,r3788,s33780,steppenwolf.
b12,r3788,s33785,steppenwolf.
b12,r3788,s33788,.
b12,r3788,s33790,per se.
b12,r3788,s33793,anima.
b12,r3788,s33794,).
b12,r3788,s33797,as in.
b12,r3788,s33798,siddhartha.
b12,r3788,s33806,steppenwolf.
b12,r3788,s33817,mrs .
b12,r3788,s33818,dalloway.
b12,r3788,s33825,.
b12,r3798,s33845,☯️
b12,r3800,s33850,steppenwolf.
b12,r3800,s33860,steppenwolf.
b12,r3800,s33874,this is.
b12,r3800,s33875,not.
b12,r3823,s33917,5/5
b12,r3835,s33969,"(yeah, yeah."
b12,r3835,s33975,"(yeah, yeah."
b12,r3835,s33982,"(yeah, yeah."
b12,r3835,s33986,"(yeah, yeah."
b12,r3839,s34012,you're overcome.
b12,r3840,s34018,he's hesse.
b12,r3842,s34026,fantastic book!!!
b12,r3842,s34030,#sha2017 🌟🌟🌟🌟🌟
b12,r3865,s34078,"(yeah, yeah."
b12,r3865,s34084,"(yeah, yeah."
b12,r3865,s34091,"(yeah, yeah."
b12,r3865,s34095,"(yeah, yeah."
b12,r3869,s34121,you're overcome.
b12,r3870,s34127,he's hesse.
b12,r3872,s34135,fantastic book!!!
b12,r3872,s34139,#sha2017 🌟🌟🌟🌟🌟
b13,r3893,s34167,mikhail bulgakov.
b13,r3893,s34193,.
b13,r3893,s34229,woland.
b13,r3893,s34244,you're stupid..
b13,r3893,s34245,throughout.
b13,r3893,s34283,throughout.
b13,r3894,s34322,mikhail bulgakov.
b13,r3894,s34359,پایان نقل؛.
b13,r3894,s34366,شربیانی
b13,r3895,s34390,.
b13,r3895,s34393,.
b13,r3895,s34395,about whom?
b13,r3895,s34398,it's amazing!
b13,r3895,s34400,.
b13,r3895,s34405,'them'.
b13,r3895,s34409,------------------------.
b13,r3895,s34410,.
b13,r3895,s34414,.
b13,r3895,s34439,.
b13,r3896,s34444,wrote.
b13,r3896,s34447,ct. .
b13,r3896,s34457,(.
b13,r3896,s34458,exhibit a.
b13,r3896,s34459,).
b13,r3896,s34465,toodle-oo!.
b13,r3896,s34471,whatever.
b13,r3896,s34479,toodle-oo!
b13,r3898,s34498,.
b13,r3898,s34536,comrades!...
b13,r3898,s34576,i’m hungry.”.
b13,r3900,s34588,faust.
b13,r3900,s34595,alexander pushkin.
b13,r3900,s34596,.
b13,r3900,s34601,really.
b13,r3900,s34620,nikolai gogol.
b13,r3900,s34625,second-grade fresh.
b13,r3900,s34632,5/5.
b13,r3900,s34633,‘.
b13,r3900,s34640,’.
b13,r3900,s34641,seriously.
b13,r3904,s34690,.
b13,r3904,s34692,amazing writing.
b13,r3905,s34694,georgia.
b13,r3905,s34696,—primus.
b13,r3905,s34697,phew!
b13,r3905,s34700,!
b13,r3905,s34713,animal farm.
b13,r3906,s34725,.
b13,r3906,s34728,and.
b13,r3906,s34729,italo calvino.
b13,r3906,s34735,.
b13,r3906,s34743,.
b13,r3906,s34757,http://bit.ly/1bkeeay
b13,r3907,s34765,uffh!.
b13,r3909,s34802,clean-shaven.
b13,r3909,s34803,dark-haired.
b13,r3909,s34813,no!
b13,r3910,s34836,though.
b13,r3910,s34837,this.
b13,r3910,s34851,pilate’s regretful;.
b13,r3911,s34877,this is.
b13,r3911,s34878,not.
b13,r3911,s34879,a review.
b13,r3911,s34882,the indignity.
b13,r3911,s34899,oeuvre.
b13,r3911,s34903,peace.
b13,r3911,s34904,out.
b13,r3912,s34949,http://www.youtube.com/watch?v=oc6-gg.... r.e.m.
b13,r3912,s34957,http://www.youtube.com/watch?v=ilddj1...
b13,r3914,s34977,woland.
b13,r3914,s34978,koroviev.
b13,r3914,s34980,margarita.
b13,r3914,s34981,the master.
b13,r3914,s34985,if.
b13,r3914,s34988,the idiot.
b13,r3914,s34989,.
b13,r3914,s34991,the idiot.
b13,r3914,s34992,.
b13,r3914,s34997,tv miniseries.
b13,r3914,s34999,soundtrack.
b13,r3914,s35004,call.
b13,r3914,s35005,banga.
b13,r3914,s35006,.. enjoy.
b13,r3914,s35007,gounod's faust.
b13,r3915,s35012,a masterpiece!
b13,r3916,s35015,what.
b13,r3916,s35016,the hell.
b13,r3916,s35017,was that?.
b13,r3916,s35027,.
b13,r3917,s35037,brilliant world.
b13,r3917,s35047,kevin's review
b13,r3919,s35064,folks!
b13,r3919,s35087,when (surprise!)
b13,r3921,s35127,damn.
b13,r3921,s35129,ever.
b13,r3921,s35138,*what?
b13,r3921,s35142,yeah.
b13,r3921,s35150,:) just.
b13,r3921,s35151,wow.
b13,r3923,s35209,(view spoiler).
b13,r3926,s35263,hmmm.
b13,r3926,s35269,"(ginsberg, p.3)."
b13,r3926,s35275,"(pevear, p.7)."
b13,r3926,s35281,"(karpelson, p.3)."
b13,r3926,s35286,"(glenny, p.3)."
b13,r3926,s35287,limes?
b13,r3926,s35310,poor glenny.
b13,r3926,s35313,here. ]
b13,r3928,s35346,it.
b13,r3928,s35348,http://gene.booklikes.com/post/756625...
b13,r3931,s35391,[.
b13,r3933,s35427,wikipedia.
b13,r3933,s35428,.).
b13,r3934,s35437,why?
b13,r3934,s35448,bedazzled.
b13,r3935,s35455,too.
b13,r3935,s35458,here.
b13,r3935,s35460,smorgasbook
b13,r3937,s35471,incredibly imaginative!
b13,r3937,s35472,deftly written!.
b13,r3937,s35473,wild!
b13,r3937,s35474,dark!
b13,r3937,s35475,sinister!
b13,r3937,s35476,fun!.
b13,r3937,s35477,five stars!
b13,r3942,s35541,pale fire.
b13,r3942,s35543,it’s.
b13,r3942,s35544,coraline.
b13,r3942,s35546,paradise lost.
b13,r3945,s35605,"er, no."
b13,r3945,s35606,different story.
b13,r3945,s35607,sorry.
b13,r3945,s35614,?
b13,r3945,s35620,isn't.
b13,r3946,s35647,yaaaasssssss.
b13,r3946,s35648,i see.
b13,r3946,s35649,the bird.
b13,r3946,s35651,i see.
b13,r3946,s35653,i see.
b13,r3946,s35660,trust me.
b13,r3947,s35671,.
b13,r3947,s35673,p206.
b13,r3947,s35675,it was.
b13,r3947,s35676,.
b13,r3948,s35679,just marvelous.
b13,r3949,s35685,absolutely mesmerizing.
b13,r3953,s35714,not.
b13,r3953,s35716,the frogs.
b13,r3954,s35722,and with:.
b13,r3954,s35729,james morrow.
b13,r3954,s35730,).
b13,r3954,s35735,).
b13,r3954,s35737,doomsday book.
b13,r3954,s35740,kurt vonnegut.
b13,r3956,s35753,wow-just wow!
b13,r3957,s35781,c) embezzlement.
b13,r3958,s35792,fun.
b13,r3958,s35793,.
b13,r3958,s35804,simply marvelous.
b13,r3958,s35812,very nice.
b13,r3960,s35845,daniil kharms.
b13,r3961,s35855,re-reading.
b13,r3965,s35880,thanks!
b13,r3966,s35894,faust.
b13,r3966,s35896,new testament.
b13,r3966,s35898,the bacchae.
b13,r3966,s35899,.
b13,r3968,s35924,.
b13,r3968,s35945,"unfortunately,."
b13,r3971,s35974,no one!.
b13,r3971,s35995,the devil!
b13,r3971,s36006,"--what, mik?"
b13,r3971,s36043,savoir-faire.
b13,r3971,s36044,.
b13,r3971,s36052,as fragile..
b13,r3971,s36070,kuklov demurred.
b13,r3971,s36094,disappeared!
b13,r3971,s36108,he.
b13,r3971,s36109,was.
b13,r3971,s36111,.
b13,r3972,s36159,---.
b13,r3972,s36163,profound?
b13,r3974,s36224,he.
b13,r3975,s36235,review.
b13,r3978,s36255,know.
b13,r3978,s36257,here is.
b13,r3978,s36258,the trailer.
b13,r3979,s36265,by.
b13,r3979,s36266,mikhail bulgakov.
b13,r3979,s36272,by.
b13,r3979,s36273,laura weeks.
b13,r3981,s36285,morphine.
b13,r3981,s36289,harry potter.
b13,r3981,s36291,mad men.
b13,r3981,s36310,faust.
b13,r3981,s36311,.
b13,r3981,s36313,gogol’s.
b13,r3981,s36314,dead souls.
b13,r3981,s36331,"ah, humankind!"
b13,r3982,s36336,- azazello.
b13,r3987,s36396,no idea.
b13,r3988,s36416,.
b13,r3988,s36428,always.
b13,r3988,s36429,there.
b13,r3988,s36432,.
b13,r3988,s36439,2016 thoughts:.
b13,r3989,s36454,believes.
b13,r3992,s36495,genius!
b13,r3993,s36507,you're free!
b13,r3994,s36515,---.
b13,r3994,s36516,book one.
b13,r3994,s36518,book two.
b13,r3999,s36572,high school.
b13,r3999,s36594,why not?.
b13,r3999,s36600,the.
b13,r3999,s36601,bad.
b13,r3999,s36602,guys.
b13,r3999,s36607,woland.
b13,r3999,s36617,you're stupid.”.
b13,r3999,s36622,hella.
b13,r4002,s36665,p-i-l-a-t-e-s?
b13,r4002,s36666,pill-ah-tees?.
b13,r4002,s36669,pie-lets?.
b13,r4002,s36675,yet?
b13,r4003,s36683,devil.
b13,r4003,s36694,men?
b13,r4003,s36705,right?
b13,r4003,s36727,(novel).
b13,r4003,s36739,).
b13,r4003,s36749,you're stupid.”.
b13,r4003,s36755,the fate.
b13,r4006,s36777,faust.
b13,r4006,s36804,'i protest!'
b13,r4008,s36839,that's all.
b13,r4009,s36851,and woland!!
b13,r4011,s36873,true.
b13,r4011,s36884,.
b13,r4014,s36908,honestly.
b13,r4017,s36924,would.
b13,r4018,s36940,doctor zhivago.
b13,r4018,s36944,diana burgin.
b13,r4018,s36946,mikhail bulgakov.
b13,r4021,s36967,~2.5 stars.
b13,r4022,s36977,.
b13,r4022,s36978,.
b13,r4023,s36997,free!
b13,r4028,s37025,http://www.goodreads.com/review/show/...
b13,r4030,s37027,2/5stars.
b13,r4030,s37029,https://www.patreon.com/katepfeil.
b13,r4030,s37030,).
b13,r4032,s37069,read it.
b13,r4032,s37070,read it!
b13,r4033,s37074,.
b13,r4033,s37075,.
b13,r4033,s37076,challenging.
b13,r4034,s37086,great writing!
b13,r4040,s37131,“no execution!
b13,r4041,s37149,.
b13,r4042,s37176,you’re stupid.”.
b13,r4045,s37201,compelling reading.
b13,r4045,s37202,highly recommend.
b13,r4047,s37211,http://www.goodreads.com/review/show/...
b13,r4049,s37215,ummm.. ummmmmmmmmm.
b13,r4049,s37220,.
b13,r4049,s37231,hahahahahahaha.
b13,r4049,s37240,meh.
b13,r4049,s37242,also.
b13,r4049,s37244,meh.
b13,r4049,s37251,july!!
b13,r4049,s37257,((why?))
b13,r4049,s37262,((hahahahaha.))
b13,r4049,s37263,(what?)
b13,r4049,s37264,((what?
b13,r4049,s37267,(oh.
b13,r4049,s37268,yeah.
b13,r4049,s37269,right.
b13,r4049,s37270,uh.
b13,r4049,s37271,dammit.
b13,r4049,s37275,(...) ((hahahahaha.))
b13,r4049,s37281,-------.
b13,r4049,s37282,"dear diary,."
b13,r4049,s37291,and why?
b13,r4049,s37297,surely not.
b13,r4049,s37298,so.
b13,r4049,s37299,but wait.
b13,r4049,s37302,hey!
b13,r4049,s37303,i yelled.
b13,r4049,s37318,you-.
b13,r4049,s37322,no..
b13,r4049,s37325,i'm satan.
b13,r4049,s37343,yes.
b13,r4049,s37346,again?.
b13,r4049,s37347,very funny.
b13,r4049,s37352,stop it..
b13,r4049,s37353,or what?.
b13,r4049,s37357,i'm scared.
b13,r4049,s37358,super-dooper scared..
b13,r4049,s37364,tell me.
b13,r4049,s37365,now..
b13,r4049,s37367,four..
b13,r4049,s37372,donald duck?.
b13,r4049,s37375,he laughed.
b13,r4049,s37386,delicious!
b13,r4051,s37406,why not!.
b13,r4056,s37455,anything.
b13,r4056,s37456,"about totalitarianism,."
b13,r4056,s37457,animal farm.
b13,r4056,s37459,charlotte's web.
b13,r4056,s37489,did.
b13,r4056,s37505,is.
b13,r4059,s37534,original review:.
b13,r4060,s37555,or hexagons).
b13,r4064,s37592,4-3/4 stars.
b13,r4067,s37608,i'm speechless.
b13,r4068,s37612,chronology.
b13,r4068,s37613,introduction.
b13,r4068,s37615,further reading.
b13,r4068,s37617,notes
b13,r4069,s37646,http://literary-exploration.com/2015/...
b13,r4071,s37671,does.
b13,r4071,s37679,(p. 305).
b13,r4072,s37695,.
b13,r4072,s37697,jarring.
b13,r4073,s37717,facts….
b13,r4074,s37725,faust.
b13,r4075,s37733,4 stars.
b13,r4075,s37750,over it.
b13,r4076,s37756,catch-22.
b13,r4076,s37757,close together!
b13,r4077,s37775,chaos ensues.
b13,r4077,s37781,mind-blowing.
b13,r4082,s37796,fantastic!.
b13,r4083,s37804,disappointed.
b13,r4085,s37811,masterpiece.
b13,r4089,s37883,watch it.
b13,r4089,s37885,:)
b13,r4091,s37916,"simple, right?"
b13,r4091,s37924,jennifer cameron-smith
b13,r4092,s37925,hugely disappointing.
b13,r4096,s37964,this site.
b13,r4096,s37967,faust.
b13,r4096,s37968,.
b13,r4099,s38026,5 stars!.
b13,r4101,s38048,highly recommended.
b13,r4103,s38060,required reading.
b13,r4105,s38068,epic.
b13,r4107,s38072,more pending
b13,r4108,s38096,charge her.
b13,r4108,s38098,her crime?
b13,r4108,s38101,nothing.
b13,r4108,s38131,frieda!
b13,r4108,s38138,satan:.
b13,r4108,s38146,speak!
b13,r4108,s38148,margarita hesitates.
b13,r4108,s38151,then:.
b13,r4108,s38175,so:.
b13,r4109,s38204,jung.
b13,r4109,s38227,also recommended.
b13,r4111,s38231,diabolical ubiquitousness.
b13,r4111,s38233,incredulity.
b13,r4111,s38234,in.
b13,r4111,s38235,god.
b13,r4111,s38236,as.
b13,r4111,s38237,oppression.
b13,r4111,s38239,truth.
b13,r4111,s38240,and.
b13,r4111,s38241,justice.
b13,r4111,s38243,spiritual values.
b13,r4111,s38245,oblivion.
b13,r4111,s38247,irony.
b13,r4111,s38249,diabolical ubiquity.
b13,r4111,s38251,dark prince.
b13,r4111,s38253,truthfulness.
b13,r4111,s38255,moment.
b13,r4111,s38257,celestial aberration.
b13,r4111,s38259,apparition.
b13,r4111,s38261,truth.
b13,r4111,s38263,light.
b13,r4111,s38264,at.
b13,r4111,s38265,dawn.
b13,r4111,s38267,illumination.
b13,r4111,s38269,darkness.
b13,r4111,s38270,.
b13,r4111,s38272,disparity.
b13,r4111,s38274,polarities.
b13,r4111,s38276,proximity.
b13,r4111,s38278,of.
b13,r4111,s38279,balance.
b13,r4111,s38286,good.
b13,r4111,s38287,and.
b13,r4111,s38288,evil.
b13,r4111,s38290,cosmic balance.
b13,r4111,s38291,that inevitably.
b13,r4111,s38292,must.
b13,r4111,s38294,things.
b13,r4111,s38295,.
b13,r4111,s38297,turmoil.
b13,r4111,s38299,world.
b13,r4111,s38301,darkness.
b13,r4111,s38302,to shed.
b13,r4111,s38303,light.
b13,r4111,s38305,evil.
b13,r4111,s38306,that clasps.
b13,r4111,s38307,soviet russia.
b13,r4111,s38310,evil oppressors.
b13,r4111,s38312,helplessly oppressed.
b13,r4111,s38313,by.
b13,r4111,s38314,deliverance.
b13,r4111,s38315,.
b13,r4111,s38317,ingenuity.
b13,r4111,s38319,old russia.
b13,r4111,s38321,chichikov.
b13,r4111,s38322,from.
b13,r4111,s38323,nikolai gogol.
b13,r4111,s38324,'s.
b13,r4111,s38325,dead souls.
b13,r4111,s38326,.
b13,r4111,s38328,biblical personages.
b13,r4111,s38329,such as.
b13,r4111,s38333,in.
b13,r4111,s38336,it is.
b13,r4111,s38337,fyodor dostoyevsky.
b13,r4112,s38347,.... done!.
b13,r4112,s38349,.....done.
b13,r4112,s38352,?.
b13,r4112,s38353,by who?.
b13,r4112,s38354,mikhail bulgakov.
b13,r4112,s38357,this author...?.
b13,r4112,s38360,chapter 2....?????????????.
b13,r4112,s38361,chapter 3....??????????????!!!!!!!!!!!!.
b13,r4112,s38366,.
b13,r4112,s38373,seriously?.
b13,r4113,s38390,(chapter 3).
b13,r4113,s38392,.
b13,r4113,s38393,.
b13,r4113,s38396,:).
b13,r4113,s38398,-the massolit:.
b13,r4113,s38402,:).
b13,r4114,s38404,october/november 2019:.
b13,r4115,s38431,bulgakov’s masterpiece.
b13,r4119,s38478,novel.
b13,r4120,s38489,",."
b13,r4120,s38491,",."
b13,r4120,s38493,and.
b13,r4120,s38495,.
b13,r4127,s38541,wow.
b13,r4131,s38562,unbelievable perfection!
b13,r4139,s38584,she'd.
b13,r4139,s38596,shit.
b13,r4139,s38602,that.
b13,r4139,s38607,if.
b13,r4139,s38608,margarita.
b13,r4139,s38613,angels.
b13,r4139,s38622,there.
b13,r4139,s38627,appear.
b13,r4140,s38646,exorcist.
b13,r4140,s38647,or.
b13,r4140,s38648,omen.
b13,r4140,s38658,.
b13,r4140,s38661,.
b13,r4144,s38712,i did.
b13,r4156,s38791,weird.
b13,r4156,s38793,and funny.
b13,r4157,s38798,phenomenal!!!
b13,r4159,s38810,faust.
b13,r4159,s38838,pilate.
b13,r4159,s38839,is.
b13,r4159,s38854,permitted.
b13,r4159,s38877,just.
b13,r4159,s38878,for comedy.
b13,r4160,s38904,what happens?
b13,r4160,s38912,not much.
b13,r4175,s39009,http://www.divatribe.com/reviews/fict...
b13,r4176,s39012,excellent read.
b13,r4183,s39026,zany.
b13,r4183,s39027,wild.
b13,r4183,s39028,brutal.
b13,r4183,s39029,harrowing.
b13,r4184,s39037,"me,."
b13,r4184,s39038,me!.
b13,r4184,s39040,this.
b13,r4184,s39041,being boring!?
b13,r4184,s39053,seriousness.
b13,r4184,s39062,alive.
b13,r4184,s39064,"unlucky, mate."
b13,r4184,s39066,:)
b13,r4185,s39069,3/5.
b13,r4185,s39076,🤷🏽‍♀️
b13,r4186,s39080,the.
b13,r4186,s39088,.
b13,r4187,s39095,.
b13,r4187,s39100,.
b13,r4187,s39104,faust.
b13,r4187,s39105,&.
b13,r4187,s39106,dead souls.
b13,r4187,s39109,dante.
b13,r4187,s39110,sense).
b13,r4187,s39115,october revolution.
b13,r4205,s39195,http://www.divatribe.com/reviews/fict...
b13,r4206,s39198,excellent read.
b13,r4213,s39212,zany.
b13,r4213,s39213,wild.
b13,r4213,s39214,brutal.
b13,r4213,s39215,harrowing.
b13,r4214,s39223,"me,."
b13,r4214,s39224,me!.
b13,r4214,s39226,this.
b13,r4214,s39227,being boring!?
b13,r4214,s39239,seriousness.
b13,r4214,s39248,alive.
b13,r4214,s39250,"unlucky, mate."
b13,r4214,s39252,:)
b13,r4215,s39255,3/5.
b13,r4215,s39262,🤷🏽‍♀️
b13,r4216,s39266,the.
b13,r4216,s39274,.
b13,r4217,s39281,.
b13,r4217,s39286,.
b13,r4217,s39290,faust.
b13,r4217,s39291,&.
b13,r4217,s39292,dead souls.
b13,r4217,s39295,dante.
b13,r4217,s39296,sense).
b13,r4217,s39301,october revolution.
b14,r4229,s39379,the werther-effect.
b14,r4233,s39439,[.
b14,r4233,s39441,”.
b14,r4233,s39442,-.
b14,r4233,s39443,albert camus.
b14,r4233,s39444,”.
b14,r4234,s39456,.
b14,r4234,s39507,http://www.jeffreykeeten.com.
b14,r4234,s39509,https://www.facebook.com/jeffreykeeten
b14,r4235,s39512,already married).
b14,r4240,s39565,rings um.
b14,r4243,s39585,goethe wrote.
b14,r4246,s39608,5*
b14,r4249,s39656,"dear werther,."
b14,r4249,s39663,alas!
b14,r4250,s39701,werther.
b14,r4250,s39703,lotte.
b14,r4250,s39704,.
b14,r4250,s39706,werther persisted.
b14,r4250,s39708,albert.
b14,r4250,s39709,.
b14,r4250,s39723,why?.
b14,r4250,s39729,why?
b14,r4250,s39731,that's right.
b14,r4251,s39759,dean;)
b14,r4254,s39821,it works.
b14,r4254,s39824,.”.
b14,r4255,s39844,faust.
b14,r4255,s39848,after eight.
b14,r4255,s39850,masturbate!.
b14,r4259,s39880,introduction.
b14,r4259,s39882,notes
b14,r4261,s39898,.
b14,r4262,s39902,check.
b14,r4262,s39906,in its.
b14,r4262,s39907,muttersprache.
b14,r4262,s39913,tristram shandy.
b14,r4262,s39920,?
b14,r4262,s39922,?
b14,r4263,s39928,goethe’s.
b14,r4263,s39947,werther.
b14,r4273,s40024,dear werther.
b14,r4275,s40063,http://literary-exploration.com/2014/...
b14,r4278,s40100,*enrage you.
b14,r4279,s40141,",."
b14,r4279,s40143,", and."
b14,r4279,s40144,common sense.
b14,r4279,s40148,"movement, is."
b14,r4279,s40149,einschränkung.
b14,r4279,s40151,eingeschränkt.
b14,r4279,s40155,memoirs.
b14,r4279,s40161,lolita.
b14,r4279,s40162,and.
b14,r4279,s40177,"oh, lotte!"
b14,r4279,s40179,dear lotte!
b14,r4284,s40249,“dear charlotte!
b14,r4290,s40313,----.
b14,r4290,s40319,----.
b14,r4290,s40321,----.
b14,r4292,s40349,awkward!
b14,r4294,s40363,oh no!
b14,r4294,s40371,sexist pig!
b14,r4294,s40372,patronising git!.
b14,r4294,s40373,crack.
b14,r4294,s40376,crack.
b14,r4294,s40377,'lotte!'
b14,r4294,s40379,crack.
b14,r4294,s40381,crack.
b14,r4294,s40383,crack.
b14,r4294,s40385,crack.
b14,r4294,s40387,.
