book_id,review_id,sentence_id,token_id,modifier_id,modifier,modified,dependency_relation
b13,r3999,s36933,t901073,m91,celebrity,translator[s,amod
b8,r2542,s22214,t562780,m1969,black,book'and,amod
b15,r4752,s45625,t1097169,m2989,beautiful,writing.passages,amod
b8,r2458,s21581,t545820,m4342,especially,wroting,advmod
b8,r2458,s21581,t545821,m4343,when,wroting,advmod
b15,r4586,s43250,t1045506,m4569,desperate,writhed,advmod
