modifier,count
when,10
ago,8
how,6
actually,6
why,4
once,4
also,4
anyway,3
so,3
ever,3
again,2
even,2
only,2
then,2
too,2
presentably,1
contemporaneously,1
indeed,1
all,1
of,1
consciously,1
above,1
just,1
prior,1
earlier,1
back,1
where,1
ironically,1
probably,1
already,1
always,1
pearl.s.buck,1
reportedly,1
thankfully,1
fortunately,1
