modifier,count
beautifully,12
when,8
also,3
where,3
then,3
how,3
well,2
so,2
sure,1
always,1
poetically,1
more,1
georgeously,1
instead,1
only,1
now,1
here,1
however,1
often,1
hardly,1
pamuk,1
extensively,1
convincingly,1
usually,1
authoritatively,1
